time,liquid_volume,tank_volume,original_gravity,flowrate,original_brix
2021-10-25 04:50:30.264,56.0,100.0,1.02047032,0.14383188,5.2
2021-10-25 04:50:44.584,56.0,100.0,1.02047032,0.1518875,5.2
2021-10-25 04:50:58.872,56.0,100.0,1.02047032,0.1566575,5.2
2021-10-25 04:51:13.123,56.0,100.0,1.02047032,0.15567563,5.2
2021-10-25 04:51:27.485,56.0,100.0,1.02047032,0.15588125,5.2
2021-10-25 04:51:41.843,56.0,100.0,1.02047032,0.15443563,5.2
2021-10-25 04:51:56.044,56.0,100.0,1.02047032,0.16061437,5.2
2021-10-25 04:52:10.272,56.0,100.0,1.02047032,0.15987813,5.2
2021-10-25 04:52:24.565,56.0,100.0,1.02047032,0.16676375,5.2
2021-10-25 04:52:38.829,56.0,100.0,1.02047032,0.16792875,5.2
2021-10-25 04:52:53.043,56.0,100.0,1.02047032,0.16771188,5.2
2021-10-25 04:53:07.292,56.0,100.0,1.02047032,0.16769812,5.2
2021-10-25 04:53:21.544,56.0,100.0,1.02047032,0.16764563,5.2
2021-10-25 04:53:35.963,56.0,100.0,1.02047032,0.171085,5.2
2021-10-25 04:53:50.284,56.0,100.0,1.02047032,0.16802875,5.2
2021-10-25 04:54:04.484,56.0,100.0,1.02047032,0.16514062,5.2
2021-10-25 04:54:18.865,56.0,100.0,1.02047032,0.1635075,5.2
2021-10-25 04:54:33.212,56.0,100.0,1.02047032,0.1720325,5.2
2021-10-25 04:54:47.483,56.0,100.0,1.02047032,0.17002625,5.2
2021-10-25 04:55:01.804,56.0,100.0,1.02047032,0.16818063,5.2
2021-10-25 04:55:16.084,56.0,100.0,1.02047032,0.1670275,5.2
2021-10-25 04:55:30.324,56.0,100.0,1.02047032,0.16485813,5.2
2021-10-25 04:55:44.524,56.0,100.0,1.02047032,0.16843438,5.2
2021-10-25 04:55:58.864,56.0,100.0,1.02047032,0.16519875,5.2
2021-10-25 04:56:13.243,56.0,100.0,1.02047032,0.16162938,5.2
2021-10-25 04:56:27.492,56.0,100.0,1.02047032,0.15658563,5.2
2021-10-25 04:56:41.864,56.0,100.0,1.02047032,0.1576675,5.2
2021-10-25 04:56:56.244,56.0,100.0,1.02047032,0.158255,5.2
2021-10-25 04:57:10.492,56.0,100.0,1.02047032,0.15692188,5.2
2021-10-25 04:57:24.884,56.0,100.0,1.02047032,0.15525,5.2
2021-10-25 04:57:39.164,56.0,100.0,1.02047032,0.1518,5.2
2021-10-25 04:57:53.605,56.0,100.0,1.02047032,0.14889625,5.2
2021-10-25 04:58:08.044,56.0,100.0,1.02047032,0.14913,5.2
2021-10-25 04:58:22.524,56.0,100.0,1.02047032,0.14908813,5.2
2021-10-25 04:58:36.804,56.0,100.0,1.02047032,0.14395375,5.2
2021-10-25 04:58:51.044,56.0,100.0,1.02047032,0.13948,5.2
2021-10-25 04:59:05.444,56.0,100.0,1.02047032,0.1366425,5.2
2021-10-25 04:59:19.744,56.0,100.0,1.02047032,0.13556563,5.2
2021-10-25 04:59:33.945,56.0,100.0,1.02047032,0.12956188,5.2
2021-10-25 04:59:48.384,56.0,100.0,1.02047032,0.12579875,5.2
2021-10-25 05:00:02.593,56.0,100.0,1.02047032,0.12133063,5.2
2021-10-25 05:00:16.833,56.0,100.0,1.02047032,0.11635,5.2
2021-10-25 05:00:31.265,56.0,100.0,1.02047032,0.1103525,5.2
2021-10-25 05:00:45.664,56.0,100.0,1.02047032,0.10386563,5.2
2021-10-25 05:00:59.952,56.0,100.0,1.02047032,0.09958188,5.2
2021-10-25 05:01:14.269,56.0,100.0,1.02047032,0.0995225,5.2
2021-10-25 05:01:28.592,56.0,100.0,1.02047032,0.09018,5.2
2021-10-25 05:01:42.904,56.0,100.0,1.02047032,0.08790563,5.2
2021-10-25 05:01:57.252,56.0,100.0,1.02047032,0.08720125,5.2
2021-10-25 05:02:11.524,56.0,100.0,1.02047032,0.08718,5.2
2021-10-25 05:02:25.824,56.0,100.0,1.02047032,0.08718438,5.2
2021-10-25 05:02:40.124,56.0,100.0,1.02047032,0.07734063,5.2
2021-10-25 05:02:54.364,56.0,100.0,1.02047032,0.08080188,5.2
2021-10-25 05:03:08.584,56.0,100.0,1.02047032,0.07586938,5.2
2021-10-25 05:03:22.884,56.0,100.0,1.02047032,0.07217625,5.2
2021-10-25 05:03:37.124,56.0,100.0,1.02047032,0.06541,5.2
2021-10-25 05:03:51.504,56.0,100.0,1.02047032,0.06462063,5.2
2021-10-25 05:04:05.723,56.0,100.0,1.02047032,0.0628475,5.2
2021-10-25 05:04:20.024,56.0,100.0,1.02047032,0.0609675,5.2
2021-10-25 05:04:34.292,56.0,100.0,1.02047032,0.0631775,5.2
2021-10-25 05:04:48.544,56.0,100.0,1.02047032,0.06138188,5.2
2021-10-25 05:05:02.884,56.0,100.0,1.02047032,0.06364313,5.2
2021-10-25 05:05:17.164,56.0,100.0,1.02047032,0.055215,5.2
2021-10-25 05:05:31.491,56.0,100.0,1.02047032,0.0546175,5.2
2021-10-25 05:05:45.984,56.0,100.0,1.02047032,0.05305125,5.2
2021-10-25 05:06:00.224,56.0,100.0,1.02047032,0.056425,5.2
2021-10-25 05:06:14.505,56.0,100.0,1.02047032,0.053875,5.2
2021-10-25 05:06:28.851,56.0,100.0,1.02047032,0.0567175,5.2
2021-10-25 05:06:43.124,56.0,100.0,1.02047032,0.05536,5.2
2021-10-25 05:06:57.372,56.0,100.0,1.02047032,0.05378938,5.2
2021-10-25 05:07:11.624,56.0,100.0,1.02047032,0.05255375,5.2
2021-10-25 05:07:25.972,56.0,100.0,1.02047032,0.05363,5.2
2021-10-25 05:07:40.384,56.0,100.0,1.02047032,0.05805437,5.2
2021-10-25 05:07:54.745,56.0,100.0,1.02047032,0.05575063,5.2
2021-10-25 05:08:08.952,56.0,100.0,1.02047032,0.06019188,5.2
2021-10-25 05:08:23.264,56.0,100.0,1.02047032,0.06253813,5.2
2021-10-25 05:08:37.492,56.0,100.0,1.02047032,0.06751188,5.2
2021-10-25 05:08:51.844,56.0,100.0,1.02047032,0.08156563,5.2
2021-10-25 05:09:06.204,56.0,100.0,1.02047032,0.07652125,5.2
2021-10-25 05:09:20.644,56.0,100.0,1.02047032,0.07291563,5.2
2021-10-25 05:09:35.084,56.0,100.0,1.02047032,0.07439938,5.2
2021-10-25 05:09:49.312,56.0,100.0,1.02047032,0.07701625,5.2
2021-10-25 05:10:03.532,56.0,100.0,1.02047032,0.08648313,5.2
2021-10-25 05:10:17.883,56.0,100.0,1.02047032,0.08210813,5.2
2021-10-25 05:10:32.223,56.0,100.0,1.02047032,0.08463375,5.2
2021-10-25 05:10:46.584,56.0,100.0,1.02047032,0.08197812,5.2
2021-10-25 05:11:00.864,56.0,100.0,1.02047032,0.08624125,5.2
2021-10-25 05:11:15.104,56.0,100.0,1.02047032,0.08562,5.2
2021-10-25 05:11:29.312,56.0,100.0,1.02047032,0.0365625,5.2
2021-10-25 05:11:43.643,56.0,100.0,1.02047032,0.03583688,5.2
2021-10-25 05:11:57.863,56.0,100.0,1.02047032,0.049775,5.2
2021-10-25 05:12:12.083,56.0,100.0,1.02047032,0.05452875,5.2
2021-10-25 05:12:26.403,56.0,100.0,1.02047032,0.06439625,5.2
2021-10-25 05:12:40.844,56.0,100.0,1.02047032,0.06486875,5.2
2021-10-25 05:12:55.225,56.0,100.0,1.02047032,0.07144625,5.2
2021-10-25 05:13:09.424,56.0,100.0,1.02047032,0.07261125,5.2
2021-10-25 05:13:23.684,56.0,100.0,1.02047032,0.07864438,5.2
2021-10-25 05:13:38.083,56.0,100.0,1.02047032,0.08555188,5.2
2021-10-25 05:13:52.343,56.0,100.0,1.02047032,0.09203938,5.2
2021-10-25 05:14:06.591,56.0,100.0,1.02047032,0.09558813,5.2
2021-10-25 05:14:21.004,56.0,100.0,1.02047032,0.09698563,5.2
2021-10-25 05:14:35.404,56.0,100.0,1.02047032,0.09710938,5.2
2021-10-25 05:14:49.683,56.0,100.0,1.02047032,0.09834125,5.2
2021-10-25 05:15:03.984,56.0,100.0,1.02047032,0.09962375,5.2
2021-10-25 05:15:18.343,56.0,100.0,1.02047032,0.10235188,5.2
2021-10-25 05:15:32.564,56.0,100.0,1.02047032,0.10125312,5.2
2021-10-25 05:15:46.863,56.0,100.0,1.02047032,0.10894375,5.2
2021-10-25 05:16:01.205,56.0,100.0,1.02047032,0.11775312,5.2
2021-10-25 05:16:15.484,56.0,100.0,1.02047032,0.11185813,5.2
2021-10-25 05:16:29.844,56.0,100.0,1.02047032,0.11009063,5.2
2021-10-25 05:16:44.124,56.0,100.0,1.02047032,0.11047938,5.2
2021-10-25 05:16:58.424,56.0,100.0,1.02047032,0.11088438,5.2
2021-10-25 05:17:12.731,56.0,100.0,1.02047032,0.11385938,5.2
2021-10-25 05:17:27.184,56.0,100.0,1.02047032,0.11509375,5.2
2021-10-25 05:17:41.492,56.0,100.0,1.02047032,0.11590625,5.2
2021-10-25 05:17:55.945,56.0,100.0,1.02047032,0.1161375,5.2
2021-10-25 05:18:10.143,56.0,100.0,1.02047032,0.12101125,5.2
2021-10-25 05:18:24.492,56.0,100.0,1.02047032,0.1206575,5.2
2021-10-25 05:18:38.808,56.0,100.0,1.02047032,0.12362688,5.2
2021-10-25 05:18:53.004,56.0,100.0,1.02047032,0.12848063,5.2
2021-10-25 05:19:07.224,56.0,100.0,1.02047032,0.12772,5.2
2021-10-25 05:19:21.564,56.0,100.0,1.02047032,0.13151688,5.2
2021-10-25 05:19:35.884,56.0,100.0,1.02047032,0.12730813,5.2
2021-10-25 05:19:50.163,56.0,100.0,1.02047032,0.1313925,5.2
2021-10-25 05:20:04.633,56.0,100.0,1.02047032,0.13104813,5.2
2021-10-25 05:20:18.853,56.0,100.0,1.02047032,0.1334325,5.2
2021-10-25 05:20:33.325,56.0,100.0,1.02047032,0.1339925,5.2
2021-10-25 05:20:47.645,56.0,100.0,1.02047032,0.1324925,5.2
2021-10-25 05:21:01.865,56.0,100.0,1.02047032,0.13493,5.2
2021-10-25 05:21:16.085,56.0,100.0,1.02047032,0.13556312,5.2
2021-10-25 05:21:30.373,56.0,100.0,1.02047032,0.13620188,5.2
2021-10-25 05:21:44.705,56.0,100.0,1.02047032,0.136445,5.2
2021-10-25 05:21:59.045,56.0,100.0,1.02047032,0.13927375,5.2
2021-10-25 05:22:13.245,56.0,100.0,1.02047032,0.139535,5.2
2021-10-25 05:22:27.465,56.0,100.0,1.02047032,0.14237063,5.2
2021-10-25 05:22:41.724,56.0,100.0,1.02047032,0.14288438,5.2
2021-10-25 05:22:56.024,56.0,100.0,1.02047032,0.14419125,5.2
2021-10-25 05:23:10.406,56.0,100.0,1.02047032,0.15052812,5.2
2021-10-25 05:23:24.712,56.0,100.0,1.02047032,0.15171375,5.2
2021-10-25 05:23:39.004,56.0,100.0,1.02047032,0.15526375,5.2
2021-10-25 05:23:53.372,56.0,100.0,1.02047032,0.1563725,5.2
2021-10-25 05:24:07.584,56.0,100.0,1.02047032,0.162425,5.2
2021-10-25 05:24:21.813,56.0,100.0,1.02047032,0.16291375,5.2
2021-10-25 05:24:36.184,56.0,100.0,1.02047032,0.1614325,5.2
2021-10-25 05:24:50.684,56.0,100.0,1.02047032,0.16459688,5.2
2021-10-25 05:25:05.023,56.0,100.0,1.02047032,0.16913188,5.2
2021-10-25 05:25:19.332,56.0,100.0,1.02047032,0.17253125,5.2
2021-10-25 05:25:33.703,56.0,100.0,1.02047032,0.17804562,5.2
2021-10-25 05:25:48.124,56.0,100.0,1.02047032,0.1779325,5.2
2021-10-25 05:26:02.363,56.0,100.0,1.02047032,0.17835688,5.2
2021-10-25 05:26:16.584,56.0,100.0,1.02047032,0.18238625,5.2
2021-10-25 05:26:30.824,56.0,100.0,1.02047032,0.18740625,5.2
2021-10-25 05:26:45.084,56.0,100.0,1.02047032,0.18874,5.2
2021-10-25 05:26:59.433,56.0,100.0,1.02047032,0.18679937,5.2
2021-10-25 05:27:13.843,56.0,100.0,1.02047032,0.18964,5.2
2021-10-25 05:27:28.245,56.0,100.0,1.02047032,0.19054563,5.2
2021-10-25 05:27:42.585,56.0,100.0,1.02047032,0.19239125,5.2
2021-10-25 05:27:56.843,56.0,100.0,1.02047032,0.19666875,5.2
2021-10-25 05:28:11.053,56.0,100.0,1.02047032,0.19902563,5.2
2021-10-25 05:28:25.320,56.0,100.0,1.02047032,0.20379812,5.2
2021-10-25 05:28:39.691,56.0,100.0,1.02047032,0.20655687,5.2
2021-10-25 05:28:53.943,56.0,100.0,1.02047032,0.20792875,5.2
2021-10-25 05:29:08.224,56.0,100.0,1.02047032,0.21643437,5.2
2021-10-25 05:29:22.492,56.0,100.0,1.02047032,0.22226875,5.2
2021-10-25 05:29:36.743,56.0,100.0,1.02047032,0.2289775,5.2
2021-10-25 05:29:50.984,56.0,100.0,1.02047032,0.23626312,5.2
2021-10-25 05:30:05.205,56.0,100.0,1.02047032,0.24263812,5.2
2021-10-25 05:30:19.413,56.0,100.0,1.02047032,0.24697938,5.2
2021-10-25 05:30:33.685,56.0,100.0,1.02047032,0.25133,5.2
2021-10-25 05:30:47.924,56.0,100.0,1.02047032,0.25773688,5.2
2021-10-25 05:31:02.184,56.0,100.0,1.02047032,0.2649775,5.2
2021-10-25 05:31:16.524,56.0,100.0,1.02047032,0.26996125,5.2
2021-10-25 05:31:30.792,56.0,100.0,1.02047032,0.28082938,5.2
2021-10-25 05:31:45.204,56.0,100.0,1.02047032,0.28395875,5.2
2021-10-25 05:31:59.644,56.0,100.0,1.02047032,0.2893325,5.2
2021-10-25 05:32:14.052,56.0,100.0,1.02047032,0.29392312,5.2
2021-10-25 05:32:28.264,56.0,100.0,1.02047032,0.29468875,5.2
2021-10-25 05:32:42.604,56.0,100.0,1.02047032,0.2954675,5.2
2021-10-25 05:32:57.084,56.0,100.0,1.02047032,0.30118437,5.2
2021-10-25 05:33:11.364,56.0,100.0,1.02047032,0.31032938,5.2
2021-10-25 05:33:25.864,56.0,100.0,1.02047032,0.31546438,5.2
2021-10-25 05:33:40.084,56.0,100.0,1.02047032,0.32304375,5.2
2021-10-25 05:33:54.324,56.0,100.0,1.02047032,0.3310625,5.2
2021-10-25 05:34:08.564,56.0,100.0,1.02047032,0.3362675,5.2
2021-10-25 05:34:22.784,56.0,100.0,1.02047032,0.34219563,5.2
2021-10-25 05:34:37.164,56.0,100.0,1.02047032,0.34646,5.2
2021-10-25 05:34:51.606,56.0,100.0,1.02047032,0.35261375,5.2
2021-10-25 05:35:06.084,56.0,100.0,1.02047032,0.36008563,5.2
2021-10-25 05:35:20.512,56.0,100.0,1.02047032,0.37446813,5.2
2021-10-25 05:35:34.745,56.0,100.0,1.02047032,0.38062813,5.2
2021-10-25 05:35:49.073,56.0,100.0,1.02047032,0.3894775,5.2
2021-10-25 05:36:03.445,56.0,100.0,1.02047032,0.4038275,5.2
2021-10-25 05:36:17.685,56.0,100.0,1.02047032,0.41529812,5.2
2021-10-25 05:36:31.953,56.0,100.0,1.02047032,0.420615,5.2
2021-10-25 05:36:46.445,56.0,100.0,1.02047032,0.43171313,5.2
2021-10-25 05:37:00.785,56.0,100.0,1.02047032,0.445945,5.2
2021-10-25 05:37:15.185,56.0,100.0,1.02047032,0.45264938,5.2
2021-10-25 05:37:29.543,56.0,100.0,1.02047032,0.49382625,5.2
2021-10-25 05:37:43.964,56.0,100.0,1.02047032,0.60521,5.2
2021-10-25 05:37:58.443,56.0,100.0,1.02047032,0.70578125,5.2
2021-10-25 05:38:12.665,56.0,100.0,1.02047032,0.7556775,5.2
2021-10-25 05:38:27.005,56.0,100.0,1.02047032,0.77463625,5.2
2021-10-25 05:38:41.453,56.0,100.0,1.02047032,0.7754675,5.2
2021-10-25 05:38:55.705,56.0,100.0,1.02047032,0.77589,5.2
2021-10-25 05:39:10.025,56.0,100.0,1.02047032,0.7723725,5.2
2021-10-25 05:39:24.285,56.0,100.0,1.02047032,0.76909375,5.2
2021-10-25 05:39:38.545,56.0,100.0,1.02047032,0.7614725,5.2
2021-10-25 05:39:52.785,56.0,100.0,1.02047032,0.75521375,5.2
2021-10-25 05:40:07.045,56.0,100.0,1.02047032,0.74943625,5.2
2021-10-25 05:40:21.285,56.0,100.0,1.02047032,0.74237688,5.2
2021-10-25 05:40:35.505,56.0,100.0,1.02047032,0.73753375,5.2
2021-10-25 05:40:49.725,56.0,100.0,1.02047032,0.73291688,5.2
2021-10-25 05:41:04.145,56.0,100.0,1.02047032,0.72631688,5.2
2021-10-25 05:41:18.445,56.0,100.0,1.02047032,0.7204075,5.2
2021-10-25 05:41:32.753,56.0,100.0,1.02047032,0.71868938,5.2
2021-10-25 05:41:47.145,56.0,100.0,1.02047032,0.71330688,5.2
2021-10-25 05:42:01.605,56.0,100.0,1.02047032,0.7100725,5.2
2021-10-25 05:42:15.805,56.0,100.0,1.02047032,0.70762,5.2
2021-10-25 05:42:30.033,56.0,100.0,1.02047032,0.70864063,5.2
2021-10-25 05:42:44.253,56.0,100.0,1.02047032,0.7033425,5.2
2021-10-25 05:42:58.505,56.0,100.0,1.02047032,0.699295,5.2
2021-10-25 05:43:12.805,56.0,100.0,1.02047032,0.70089563,5.2
2021-10-25 05:43:27.045,56.0,100.0,1.02047032,0.701225,5.2
2021-10-25 05:43:41.313,56.0,100.0,1.02047032,0.70234875,5.2
2021-10-25 05:43:55.685,56.0,100.0,1.02047032,0.69935,5.2
2021-10-25 05:44:09.965,56.0,100.0,1.02047032,0.70166625,5.2
2021-10-25 05:44:24.373,56.0,100.0,1.02047032,0.70256875,5.2
2021-10-25 05:44:38.585,56.0,100.0,1.02047032,0.70310875,5.2
2021-10-25 05:44:52.785,56.0,100.0,1.02047032,0.70122687,5.2
2021-10-25 05:45:07.085,56.0,100.0,1.02047032,0.70281125,5.2
2021-10-25 05:45:21.305,56.0,100.0,1.02047032,0.70788563,5.2
2021-10-25 05:45:35.565,56.0,100.0,1.02047032,0.68289312,5.2
2021-10-25 05:45:49.886,56.0,100.0,1.02047032,0.65688063,5.2
2021-10-25 05:46:04.265,56.0,100.0,1.02047032,0.67145375,5.2
2021-10-25 05:46:18.705,56.0,100.0,1.02047032,0.68165438,5.2
2021-10-25 05:46:32.945,56.0,100.0,1.02047032,0.68962313,5.2
2021-10-25 05:46:47.380,56.0,100.0,1.02047032,0.6930725,5.2
2021-10-25 05:47:01.713,56.0,100.0,1.02047032,0.69892812,5.2
2021-10-25 05:47:16.133,56.0,100.0,1.02047032,0.70726313,5.2
2021-10-25 05:47:30.473,56.0,100.0,1.02047032,0.70996438,5.2
2021-10-25 05:47:44.685,56.0,100.0,1.02047032,0.71367875,5.2
2021-10-25 05:47:58.945,56.0,100.0,1.02047032,0.71866813,5.2
2021-10-25 05:48:13.145,56.0,100.0,1.02047032,0.72051,5.2
2021-10-25 05:48:27.345,56.0,100.0,1.02047032,0.72577375,5.2
2021-10-25 05:48:41.599,56.0,100.0,1.02047032,0.72881875,5.2
2021-10-25 05:48:55.804,56.0,100.0,1.02047032,0.73156,5.2
2021-10-25 05:49:10.044,56.0,100.0,1.02047032,0.738345,5.2
2021-10-25 05:49:24.284,56.0,100.0,1.02047032,0.74317313,5.2
2021-10-25 05:49:38.624,56.0,100.0,1.02047032,0.7463725,5.2
2021-10-25 05:49:53.044,56.0,100.0,1.02047032,0.74640625,5.2
2021-10-25 05:50:07.512,56.0,100.0,1.02047032,0.7491225,5.2
2021-10-25 05:50:21.864,56.0,100.0,1.02047032,0.75246937,5.2
2021-10-25 05:50:36.204,56.0,100.0,1.02047032,0.75784062,5.2
2021-10-25 05:50:50.484,56.0,100.0,1.02047032,0.75919125,5.2
2021-10-25 05:51:04.904,56.0,100.0,1.02047032,0.76009313,5.2
2021-10-25 05:51:19.184,56.0,100.0,1.02047032,0.7626675,5.2
2021-10-25 05:51:33.604,56.0,100.0,1.02047032,0.76628625,5.2
2021-10-25 05:51:47.904,56.0,100.0,1.02047032,0.77147313,5.2
2021-10-25 05:52:02.144,56.0,100.0,1.02047032,0.77604875,5.2
2021-10-25 05:52:16.404,56.0,100.0,1.02047032,0.782165,5.2
2021-10-25 05:52:30.872,56.0,100.0,1.02047032,0.78536062,5.2
2021-10-25 05:52:45.204,56.0,100.0,1.02047032,0.78872125,5.2
2021-10-25 05:52:59.444,56.0,100.0,1.02047032,0.79000938,5.2
2021-10-25 05:53:13.943,56.0,100.0,1.02047032,0.79152125,5.2
2021-10-25 05:53:28.344,56.0,100.0,1.02047032,0.78999625,5.2
2021-10-25 05:53:42.684,56.0,100.0,1.02047032,0.792955,5.2
2021-10-25 05:53:56.924,56.0,100.0,1.02047032,0.79879438,5.2
2021-10-25 05:54:11.184,56.0,100.0,1.02047032,0.80105375,5.2
2021-10-25 05:54:25.504,56.0,100.0,1.02047032,0.80173625,5.2
2021-10-25 05:54:39.904,56.0,100.0,1.02047032,0.8018925,5.2
2021-10-25 05:54:54.264,56.0,100.0,1.02047032,0.8035125,5.2
2021-10-25 05:55:08.692,56.0,100.0,1.02047032,0.80579188,5.2
2021-10-25 05:55:22.932,56.0,100.0,1.02047032,0.81084063,5.2
2021-10-25 05:55:37.272,56.0,100.0,1.02047032,0.809215,5.2
2021-10-25 05:55:51.644,56.0,100.0,1.02047032,0.8126525,5.2
2021-10-25 05:56:06.024,56.0,100.0,1.02047032,0.81601125,5.2
2021-10-25 05:56:20.284,56.0,100.0,1.02047032,0.81466563,5.2
2021-10-25 05:56:34.544,56.0,100.0,1.02047032,0.8137875,5.2
2021-10-25 05:56:48.844,56.0,100.0,1.02047032,0.81496,5.2
2021-10-25 05:57:03.184,56.0,100.0,1.02047032,0.81630687,5.2
2021-10-25 05:57:17.552,56.0,100.0,1.02047032,0.82471437,5.2
2021-10-25 05:57:31.840,56.0,100.0,1.02047032,0.82598625,5.2
2021-10-25 05:57:46.172,56.0,100.0,1.02047032,0.82665125,5.2
2021-10-25 05:58:00.464,56.0,100.0,1.02047032,0.8284425,5.2
2021-10-25 05:58:14.772,56.0,100.0,1.02047032,0.83219813,5.2
2021-10-25 05:58:29.045,56.0,100.0,1.02047032,0.8351825,5.2
2021-10-25 05:58:43.244,56.0,100.0,1.02047032,0.8370325,5.2
2021-10-25 05:58:57.465,56.0,100.0,1.02047032,0.83334563,5.2
2021-10-25 05:59:11.684,56.0,100.0,1.02047032,0.83472688,5.2
2021-10-25 05:59:26.072,56.0,100.0,1.02047032,0.83205188,5.2
2021-10-25 05:59:40.464,56.0,100.0,1.02047032,0.8326525,5.2
2021-10-25 05:59:54.904,56.0,100.0,1.02047032,0.83507625,5.2
2021-10-25 06:00:09.212,56.0,100.0,1.02047032,0.83418125,5.2
2021-10-25 06:00:23.444,56.0,100.0,1.02047032,0.83759625,5.2
2021-10-25 06:00:37.744,56.0,100.0,1.02047032,0.83824625,5.2
2021-10-25 06:00:52.044,56.0,100.0,1.02047032,0.8420325,5.2
2021-10-25 06:01:06.444,56.0,100.0,1.02047032,0.84186625,5.2
2021-10-25 06:01:20.688,56.0,100.0,1.02047032,0.8405325,5.2
2021-10-25 06:01:34.992,56.0,100.0,1.02047032,0.84308312,5.2
2021-10-25 06:01:49.267,56.0,100.0,1.02047032,0.84666625,5.2
2021-10-25 06:02:03.607,56.0,100.0,1.02047032,0.84513,5.2
2021-10-25 06:02:17.879,56.0,100.0,1.02047032,0.8478175,5.2
2021-10-25 06:02:32.259,56.0,100.0,1.02047032,0.84704375,5.2
2021-10-25 06:02:46.567,56.0,100.0,1.02047032,0.84704063,5.2
2021-10-25 06:03:00.907,56.0,100.0,1.02047032,0.84833688,5.2
2021-10-25 06:03:15.287,56.0,100.0,1.02047032,0.84776875,5.2
2021-10-25 06:03:29.559,56.0,100.0,1.02047032,0.84794875,5.2
2021-10-25 06:03:43.859,56.0,100.0,1.02047032,0.84830813,5.2
2021-10-25 06:03:58.219,56.0,100.0,1.02047032,0.84936375,5.2
2021-10-25 06:04:12.539,56.0,100.0,1.02047032,0.854885,5.2
2021-10-25 06:04:26.861,56.0,100.0,1.02047032,0.854505,5.2
2021-10-25 06:04:41.167,56.0,100.0,1.02047032,0.85140188,5.2
2021-10-25 06:04:55.619,56.0,100.0,1.02047032,0.85092312,5.2
2021-10-25 06:05:09.859,56.0,100.0,1.02047032,0.855005,5.2
2021-10-25 06:05:24.215,56.0,100.0,1.02047032,0.85577813,5.2
2021-10-25 06:05:38.467,56.0,100.0,1.02047032,0.8543075,5.2
2021-10-25 06:05:52.679,56.0,100.0,1.02047032,0.85530563,5.2
2021-10-25 06:06:07.121,56.0,100.0,1.02047032,0.85563313,5.2
2021-10-25 06:06:21.361,56.0,100.0,1.02047032,0.8566775,5.2
2021-10-25 06:06:35.741,56.0,100.0,1.02047032,0.85781312,5.2
2021-10-25 06:06:50.179,56.0,100.0,1.02047032,0.85995313,5.2
2021-10-25 06:07:04.599,56.0,100.0,1.02047032,0.8591425,5.2
2021-10-25 06:07:18.939,56.0,100.0,1.02047032,0.85598,5.2
2021-10-25 06:07:33.339,56.0,100.0,1.02047032,0.8539725,5.2
2021-10-25 06:07:47.699,56.0,100.0,1.02047032,0.85662375,5.2
2021-10-25 06:08:01.979,56.0,100.0,1.02047032,0.85643688,5.2
2021-10-25 06:08:16.241,56.0,100.0,1.02047032,0.85715438,5.2
2021-10-25 06:08:30.487,56.0,100.0,1.02047032,0.8550225,5.2
2021-10-25 06:08:44.779,56.0,100.0,1.02047032,0.85242813,5.2
2021-10-25 06:08:59.179,56.0,100.0,1.02047032,0.8543325,5.2
2021-10-25 06:09:13.587,56.0,100.0,1.02047032,0.85454438,5.2
2021-10-25 06:09:27.859,56.0,100.0,1.02047032,0.85433062,5.2
2021-10-25 06:09:42.219,56.0,100.0,1.02047032,0.8545625,5.2
